[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2026-01-04T16:05:31.586+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2710, requestId, 99880a0c-2c21-90b2-bf3e-9c6f48b2ce57, temperature, 0
[2026-01-04T16:05:39.422+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 96, total-tokens, 2980, cost-ms, 3945, requestId, 0f9bc618-31e8-92c0-9985-cefac9874cfa, temperature, 0
[2026-01-04T16:05:43.374+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1451, requestId, 2ecee9cc-8c17-9db1-b3b4-aa68dfbd015b, temperature, 0
[2026-01-04T16:05:50.139+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 103, total-tokens, 2624, cost-ms, 3209, requestId, 302f936d-18e8-96e3-b8b6-c90bbe436f47, temperature, 0
[2026-01-04T16:10:51.478+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2548, requestId, 5c4af489-a2ff-979c-8258-de90472f2301, temperature, 0
[2026-01-04T16:10:58.767+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 97, total-tokens, 2981, cost-ms, 3401, requestId, 64a014b9-24bf-93a1-b0ec-6045f608754b, temperature, 0
[2026-01-04T16:11:02.839+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1442, requestId, 3cec0b35-ce30-94d3-9e3a-94caa62c0cfc, temperature, 0
[2026-01-04T16:11:09.823+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 113, total-tokens, 2634, cost-ms, 3475, requestId, 4b67aaad-032c-9fb2-881f-134e1bc03833, temperature, 0
[2026-01-04T16:11:14.202+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 501, completion-tokens, 36, total-tokens, 537, cost-ms, 1593, requestId, 773d8c1c-4f53-96ac-9141-7fda5cb74fa5, temperature, 0
[2026-01-04T16:11:20.878+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 66, total-tokens, 959, cost-ms, 2365, requestId, a65a5f09-d0f8-92c7-aef4-f1a51841d0c2, temperature, 0
[2026-01-04T16:12:59.721+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 35, total-tokens, 2555, cost-ms, 1969, requestId, 3eec773a-8215-969b-94bc-45aa482a6f04, temperature, 0
[2026-01-04T16:13:02.107+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 34, total-tokens, 530, cost-ms, 1398, requestId, 46a35a18-e58e-987d-96fd-b3d97d63e85b, temperature, 0
[2026-01-04T16:13:09.255+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 111, total-tokens, 2632, cost-ms, 3930, requestId, 4dc16a2e-fb2e-98a2-acab-73a57be7d67c, temperature, 0
[2026-01-04T16:13:15.688+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2517, completion-tokens, 84, total-tokens, 2601, cost-ms, 3546, requestId, 53b8e5f4-b033-9c16-a662-f89d964cbe48, temperature, 0
[2026-01-04T16:13:23.201+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 82, total-tokens, 975, cost-ms, 2743, requestId, f6b296e3-1595-93a8-80ff-0aa8ee005128, temperature, 0
[2026-01-04T16:13:42.412+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2877, requestId, 28bf60ea-3a65-9b67-b218-338524cd48ba, temperature, 0
[2026-01-04T16:13:49.737+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 98, total-tokens, 2982, cost-ms, 3384, requestId, c1ef5431-5fbf-91ee-a547-9d82d304f57b, temperature, 0
[2026-01-04T16:13:55.121+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 2721, requestId, 6a48a3d1-e420-904a-8aad-a1ab722f19de, temperature, 0
[2026-01-04T16:14:04.731+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 113, total-tokens, 2634, cost-ms, 5911, requestId, 11ad2eab-1b50-971c-a4a0-a8d7ec0a9cd9, temperature, 0
[2026-01-04T16:14:10.375+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2517, completion-tokens, 91, total-tokens, 2608, cost-ms, 2960, requestId, d25cd464-3c86-9679-bda4-9a922c61116c, temperature, 0
[2026-01-04T16:14:17.598+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 69, total-tokens, 962, cost-ms, 2714, requestId, eff3e578-adf0-935c-9955-4db71a2a939d, temperature, 0
[2026-01-04T16:15:05.705+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2979, requestId, 417cd2af-d3f4-9dff-9408-31f1bbd0d6e3, temperature, 0
[2026-01-04T16:15:13.035+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 97, total-tokens, 2981, cost-ms, 3448, requestId, ec1c6eb0-b623-9e9b-89d9-00dfd5fa37a1, temperature, 0
[2026-01-04T16:15:17.067+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 34, total-tokens, 530, cost-ms, 1863, requestId, 757702ad-2d43-9283-8c4e-4fc7261694f0, temperature, 0
[2026-01-04T16:15:24.218+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 111, total-tokens, 2632, cost-ms, 3979, requestId, adfaa4c9-8c37-9325-900c-d09a2773a8f2, temperature, 0
[2026-01-04T16:15:29.459+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 88, total-tokens, 2599, cost-ms, 3125, requestId, 3c581cf8-6f14-98ca-9c48-81bae38a94fe, temperature, 0
[2026-01-04T16:15:48.116+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 3350, requestId, c119fc3c-3fbb-9588-a210-f4129dd0297d, temperature, 0
[2026-01-04T16:15:57.207+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 96, total-tokens, 2980, cost-ms, 5141, requestId, d87e27d6-48e0-968c-a4f9-4fbf522d6714, temperature, 0
[2026-01-04T16:16:01.677+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1805, requestId, 137d5a3e-0e95-9008-b3b8-5e9c4bdd4942, temperature, 0
[2026-01-04T16:16:09.950+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 115, total-tokens, 2636, cost-ms, 4667, requestId, 9696c8f0-ba3c-9be2-b3a2-e2f8c33b6a90, temperature, 0
[2026-01-04T16:16:15.366+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2682, requestId, c4c168ca-b553-984e-b993-a1ad390526b2, temperature, 0
[2026-01-04T16:16:22.082+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 65, total-tokens, 958, cost-ms, 2965, requestId, 517ab1c4-f5d1-9fd3-9288-de2d8d1f6f4b, temperature, 0
[2026-01-04T16:18:14.251+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2775, requestId, 24d15926-14c9-91fe-b6e1-e80b2f4329fa, temperature, 0
[2026-01-04T16:18:21.614+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 96, total-tokens, 2980, cost-ms, 3426, requestId, 96b102ee-43f9-9a11-8eba-b5c9421c14f0, temperature, 0
[2026-01-04T16:18:25.691+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1599, requestId, bd2dd3ea-4710-9b61-a9b6-3987b81c5213, temperature, 0
[2026-01-04T16:18:34.988+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 101, total-tokens, 2622, cost-ms, 5607, requestId, 752a7e60-614a-9334-b07d-cec3d87ff592, temperature, 0
[2026-01-04T16:18:41.989+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 4465, requestId, a7bdfaeb-94ca-93b9-b97e-585467618f80, temperature, 0
[2026-01-04T16:18:48.924+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 69, total-tokens, 962, cost-ms, 2532, requestId, 2aab3412-869e-94c4-89d6-4b2c58269db1, temperature, 0
[2026-01-04T16:18:51.591+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 32, total-tokens, 527, cost-ms, 1367, requestId, 04b20cb7-701a-98a5-9083-a64b0ad9c327, temperature, 0
[2026-01-04T16:18:58.009+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 886, completion-tokens, 61, total-tokens, 947, cost-ms, 2575, requestId, fad551f3-0db0-9f5a-bcff-6ce6707d10df, temperature, 0
[2026-01-04T16:19:25.586+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2570, requestId, ab55c176-550f-9691-848d-23487c98a388, temperature, 0
[2026-01-04T16:19:33.014+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 95, total-tokens, 2979, cost-ms, 3545, requestId, 20ff0d77-b786-9cbe-ad6f-84773a875a6e, temperature, 0
[2026-01-04T16:19:37.013+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1495, requestId, 737dc42e-cc87-9975-9269-df58e0f622dc, temperature, 0
[2026-01-04T16:19:44.096+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 114, total-tokens, 2635, cost-ms, 3479, requestId, c813f991-30b2-9aa8-8a82-187af20d38fe, temperature, 0
[2026-01-04T16:19:49.317+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 88, total-tokens, 2599, cost-ms, 3009, requestId, cb2975b2-3cee-9e93-8052-cc165a870ca4, temperature, 0
[2026-01-04T16:19:55.616+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 64, total-tokens, 957, cost-ms, 2523, requestId, 6e96f151-42f5-9cdd-ad58-249bd6480850, temperature, 0
[2026-01-04T16:19:58.808+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 32, total-tokens, 527, cost-ms, 2143, requestId, 290a9ccc-a6ec-97e7-bf34-930a855bb026, temperature, 0
[2026-01-04T16:20:05.859+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 886, completion-tokens, 84, total-tokens, 970, cost-ms, 3367, requestId, 48ef0e02-3580-97c6-a086-211a8538e4df, temperature, 0
[2026-01-04T16:20:40.126+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 3075, requestId, 0b8351fa-b933-972b-a9c9-6788ff6b00c2, temperature, 0
[2026-01-04T16:20:47.319+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 97, total-tokens, 2981, cost-ms, 3145, requestId, 0d753953-77e4-950e-91c0-17c6afff6662, temperature, 0
[2026-01-04T16:20:51.735+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1882, requestId, a75f33d3-74f4-9560-a1b8-fd63e2f74b7e, temperature, 0
[2026-01-04T16:20:59.170+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 116, total-tokens, 2637, cost-ms, 3990, requestId, a1248de8-ba26-90d8-8ff7-54188482bed2, temperature, 0
[2026-01-04T16:21:04.366+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2689, requestId, b826abcf-d6e2-947f-877d-036a5996505d, temperature, 0
[2026-01-04T16:21:10.459+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 63, total-tokens, 956, cost-ms, 2313, requestId, 72a1c03a-15ae-9ce0-9126-4ef629f0ca58, temperature, 0
[2026-01-04T16:21:14.721+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 83, total-tokens, 2594, cost-ms, 3046, requestId, 19daab9f-e0fc-984f-adf9-28bd7d60b408, temperature, 0
[2026-01-04T16:21:21.403+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 886, completion-tokens, 67, total-tokens, 953, cost-ms, 2468, requestId, ba6dec50-cb6c-9287-8233-7595f22aa328, temperature, 0
[2026-01-04T16:22:11.974+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2872, requestId, 3ba2651c-ea6b-911d-ab17-977872d6a1ee, temperature, 0
[2026-01-04T16:22:19.400+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 96, total-tokens, 2980, cost-ms, 3398, requestId, 0d4e1cc1-14aa-9797-8a6c-73973c7f64bc, temperature, 0
[2026-01-04T16:22:23.933+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1941, requestId, cbe5d748-cdcf-939b-9d15-dd0d05e4b712, temperature, 0
[2026-01-04T16:22:32.584+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 113, total-tokens, 2634, cost-ms, 4947, requestId, ddd101ec-91a9-91f0-9194-1fce010f0b61, temperature, 0
[2026-01-04T16:22:38.779+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 3388, requestId, 1ed7601c-37b4-93eb-98e0-6fb25258bb56, temperature, 0
[2026-01-04T16:22:46.054+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 68, total-tokens, 961, cost-ms, 2875, requestId, de73b057-2d6b-9768-8300-aae00aacbd22, temperature, 0
[2026-01-04T16:22:50.379+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 80, total-tokens, 2591, cost-ms, 2959, requestId, 5a56a67b-1211-9544-9dcb-f68294ccf6ab, temperature, 0
[2026-01-04T16:22:56.767+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 886, completion-tokens, 62, total-tokens, 948, cost-ms, 2254, requestId, dd800aa0-2fdb-9201-9918-8ba0e635c4f1, temperature, 0
[2026-01-04T16:23:18.821+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2665, requestId, 686a8a10-97a4-9c04-b158-3c3b066348f7, temperature, 0
[2026-01-04T16:23:26.489+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 97, total-tokens, 2981, cost-ms, 3724, requestId, fe371269-7251-915f-ad44-ee2df334996d, temperature, 0
[2026-01-04T16:23:31.851+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 2758, requestId, c41f6774-9737-95d2-9236-adf8f27c456b, temperature, 0
[2026-01-04T16:23:39.816+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 115, total-tokens, 2636, cost-ms, 4338, requestId, 6dbebfaf-7b51-9e7e-8fa3-99eb91d65c82, temperature, 0
[2026-01-04T16:23:45.020+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 88, total-tokens, 2599, cost-ms, 2829, requestId, 8dd2c8b4-294f-98fe-aef1-2ef0f219ae01, temperature, 0
[2026-01-04T16:23:51.478+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 74, total-tokens, 967, cost-ms, 2643, requestId, 4201ef9a-c1f8-9e27-b5e8-0298f1a74a62, temperature, 0
[2026-01-04T16:23:55.716+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 86, total-tokens, 2597, cost-ms, 3146, requestId, fa2de18e-6d7e-971e-a236-b91788a2f47c, temperature, 0
[2026-01-04T16:24:03.580+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 886, completion-tokens, 105, total-tokens, 991, cost-ms, 3969, requestId, c120e15a-e00b-990d-92c5-356722f645b2, temperature, 0
[2026-01-04T16:26:00.410+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 35, total-tokens, 2555, cost-ms, 1742, requestId, 77ad0398-a86b-95e1-820e-ad454928b0c7, temperature, 0
[2026-01-04T16:26:03.496+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1676, requestId, 9205f430-4dda-9a95-b01e-6daa519d6c27, temperature, 0
[2026-01-04T16:26:11.720+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 115, total-tokens, 2636, cost-ms, 4700, requestId, 26001e3a-b0ea-9430-823e-ff5430c2fe0d, temperature, 0
[2026-01-04T16:26:17.304+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 90, total-tokens, 2603, cost-ms, 2917, requestId, 84013b98-aa62-907f-a5ba-b4d6914dcbdd, temperature, 0
[2026-01-04T16:26:24.397+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 71, total-tokens, 964, cost-ms, 2863, requestId, 1218cf40-983b-998a-88e0-de9a0e001124, temperature, 0
[2026-01-04T16:26:56.454+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 67, total-tokens, 2587, cost-ms, 2995, requestId, ddd0bf75-94f5-9ba1-b19c-28225ad49752, temperature, 0
[2026-01-04T16:27:03.485+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2884, completion-tokens, 94, total-tokens, 2978, cost-ms, 3201, requestId, b3b4c880-7e2a-9384-9eab-005926e09476, temperature, 0
[2026-01-04T16:27:08.012+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1988, requestId, 66f732bc-dd5e-9dd0-8c8a-c6dea10fd5ed, temperature, 0
[2026-01-04T16:27:15.265+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 109, total-tokens, 2630, cost-ms, 3514, requestId, 4530275c-f1aa-9c13-8485-0691c55cd5dc, temperature, 0
[2026-01-04T16:27:21.067+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 90, total-tokens, 2603, cost-ms, 3257, requestId, daa264cf-2f22-9738-b366-118874c4ca67, temperature, 0
[2026-01-04T16:27:27.505+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 60, total-tokens, 953, cost-ms, 2444, requestId, f80ffe58-be37-9cce-b122-3cc1b169be73, temperature, 0
[2026-01-04T16:27:31.497+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 88, total-tokens, 2597, cost-ms, 2894, requestId, 14822d3e-77e0-9c87-8180-66ae4be73726, temperature, 0
[2026-01-04T16:28:11.133+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 64, total-tokens, 2584, cost-ms, 2882, requestId, da3f0286-33be-93a4-b75c-538f066cb4e4, temperature, 0
[2026-01-04T16:28:18.896+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2881, completion-tokens, 95, total-tokens, 2976, cost-ms, 3806, requestId, 5d9dfde4-1ba2-9549-b06a-a6ffcbd75b9a, temperature, 0
[2026-01-04T16:28:25.262+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 3926, requestId, 8465e4c4-1351-9be4-992d-b19015c41a7d, temperature, 0
[2026-01-04T16:28:32.396+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2521, completion-tokens, 102, total-tokens, 2623, cost-ms, 3528, requestId, 8c92124a-f3c4-9eb9-8701-7b9d73b54714, temperature, 0
[2026-01-04T16:28:38.404+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2513, completion-tokens, 90, total-tokens, 2603, cost-ms, 3462, requestId, e1404b57-0250-9b6a-b094-e3ef81d5f349, temperature, 0
[2026-01-04T16:28:44.810+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 64, total-tokens, 957, cost-ms, 2368, requestId, 9c5268c7-2f64-9a14-b530-28240b05cb21, temperature, 0
[2026-01-04T16:28:48.634+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 86, total-tokens, 2595, cost-ms, 2676, requestId, 875b7ab5-f7a5-98dd-b68d-a43cc56016ea, temperature, 0
[2026-01-04T16:28:55.624+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 101, total-tokens, 2615, cost-ms, 3789, requestId, 24255dca-35a7-9d1f-99bb-528d3f8e8522, temperature, 0
[2026-01-04T16:39:45.503+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2520, completion-tokens, 64, total-tokens, 2584, cost-ms, 3066, requestId, 528a7220-5f80-9b34-923e-bfb8d49b63ee, temperature, 0
[2026-01-04T16:39:53.164+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2881, completion-tokens, 97, total-tokens, 2978, cost-ms, 3596, requestId, b25ddeeb-3848-9d4e-aa54-978c7e1389f9, temperature, 0
[2026-01-04T16:39:59.782+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 86, total-tokens, 2605, cost-ms, 3949, requestId, 4515dfe7-4340-9e4d-a4c6-696996ae8c51, temperature, 0
[2026-01-04T16:40:08.642+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 138, total-tokens, 2657, cost-ms, 4673, requestId, cf69c5d9-454e-932c-879e-3b0eed33b0ad, temperature, 0
[2026-01-04T16:40:16.534+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 889, completion-tokens, 59, total-tokens, 948, cost-ms, 2684, requestId, 61f23905-a8af-953a-a404-86c5875a3dbd, temperature, 0
[2026-01-04T16:40:20.801+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 92, total-tokens, 2606, cost-ms, 2862, requestId, 863e0560-2f55-9cec-80aa-2ab61075d123, temperature, 0
[2026-01-04T16:40:29.974+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2524, completion-tokens, 117, total-tokens, 2641, cost-ms, 5305, requestId, cb2a4c92-f8c8-97f8-a2dc-d8cc305e74e1, temperature, 0
[2026-01-04T16:40:37.320+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 92, total-tokens, 2601, cost-ms, 4423, requestId, 3bb30b2b-f501-95f6-bc94-4d8dc51d3167, temperature, 0
[2026-01-04T16:40:45.788+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 96, total-tokens, 2610, cost-ms, 5048, requestId, 94b2b195-1c2e-9694-a4bb-b01d7a65e980, temperature, 0
